pattern	decision	modification	tinyIds	n_tinyIds	decided_at	run_id	notes
Neuro-QOL Anxiety	keep		712_1uWWn_e 71ai_dbZnOl 7J3AWdWbh_x 7JOggZubZn_l 7JaExb_b_nOx 7kYqZOWW2de 7y__eedW_3dx 7yoOJ__Znug Q1EzzvbZh_l Q1JT_d_W2ue Q1ljbdWb3_g QJ8_IvZW3_x QkR8d_b_3ug QkSsW___n_x XkpHxbdZWnul Xya6Zu_ZnOe m19G__b2Oe m1XRW_bZhux mJD9_OWbndl mkKpWd_b3ue mkOElb_Z_3_g	21	2026-02-25T10:20:44.356131	run_20260224_164627	
Neuro-QOL Cognitive Function	keep		71iWxkubWhug 7JJPXOZb2_g 7JTxg_PW_nul 7yAORIbZnue 7yZxpOWbnue 7yb0O__2ue 7yii9OWZhug Q1I4l1wWW3ux Q1IV7uZbhOx Q1OnVD__3Ol Q1j_lcOW_nOx QJxHxsD_W2ul QknZg9OWW2ue Qy0wdd_W3_l Qy7gT_Zb2dg QyglpOZbnug X1SHeZwWb3Oe X1SNmdb_2_g X1lvnPbW2_g XJLhCwZbnOl XJzxaObZhOe XkC7xe_b_3de XkCL7d_Whue Xy0pOWb3_x m1RJgoDZZndl mJrSexuZb2ux mJxEOu_bh_g mk1ea_WWh_e	28	2026-02-25T10:20:44.356146	run_20260224_164627	
Neuro-QOL Communication	keep		71O94vZ_3ug 7JLrRubb3Ox QkFslWvZWnue m10yep_WW2Og mJ4HeWv_ZnOx	5	2026-02-25T10:20:44.356152	run_20260224_164627	
Neuro-QOL Depression	keep		7122bdW_3Og 71EBv_bh_l 7J_TbdWW3ul 7kGh_uWWhOg 7kyWeb_ZWhux 7y5sZdWWh_g 7yeG_ZZ3_x Q1pllWOWZ2_g QJ7NMv_Z3de X1EzOZWhOl X1KhZub_3dx X1rA___Z2_e XJetav_W2ux Xk05_dZb2ul XkuUxmwZbhdg XyI9g7wWb3ue m1LegZOWW3ug m1RInPbWhdg m1UTbObb3_g m1ui_dbbnOe m1ykebObW3_e mJ1AbOZb3Ol mJillbuWbhdl myEnW_bb2_l	24	2026-02-25T10:20:44.356164	run_20260224_164627	
Neuro-QOL Depression Adult Bank	keep		QJ7NMv_Z3de XkuUxmwZbhdg	2	2026-02-25T10:20:44.356169	run_20260224_164627	
Neuro-QOL Lower Extremity Function	keep		718eeAv_bnde 71aleCPWW3ux 7J3JxRDW_hdx 7yT1gAP_W3de QJ_el0v_b2dg QkH1lCPb_2de QycgeAPb_3_e QyqJx0DZ_3_x QywleRvZW2_g X1M1lAv_W3Ox X1dJeRDWWhux XyVeRvbWnul XyXxgRDbWndg XybylCwWW3de Xye1lRwbZn_e m19gAvbZhOg mJtlgCDZZ3Ol mkjegRv_bh_e mkuxeRw_Z2ug	19	2026-02-25T10:20:44.356177	run_20260224_164627	
Neuro-QOL Lower Extremity Function and Patient-Reported Outcome Measurement Information System (PROMIS)	keep		mJtlgCDZZ3Ol mkuxeRw_Z2ug	2	2026-02-25T10:20:44.356204	run_20260224_164627	
Neuro-QOL Lower Extremity Function.	keep		718eeAv_bnde 71aleCPWW3ux 7J3JxRDW_hdx 7yT1gAP_W3de QJ_el0v_b2dg QkH1lCPb_2de QycgeAPb_3_e QyqJx0DZ_3_x QywleRvZW2_g X1M1lAv_W3Ox X1dJeRDWWhux XyVeRvbWnul XyXxgRDbWndg XybylCwWW3de Xye1lRwbZn_e m19gAvbZhOg mkjegRv_bh_e	17	2026-02-25T10:20:44.356217	run_20260224_164627	
Neuro-QOL Positive Affect and Well-Being	keep		71VRKdbW2dl 7J2tDdbZ2dx 7JWAK_Z_hdx 7JgAK___3Ol 7kkAKuW_3ue 7y8CF_bZndl 7yQAYOWWnOe Q12CYOZZ3_x Q1s0F_bWhux QJF0Y_b_3dl QJOCFuZW3Oe QkHRYOZ_h_l QkjKDdbZ2dx Qy0RY_b_3_g QyeklFdWZ2dl Qyy1gKub_3dx X1CTFdZbnOe XkcFvOW_hdg XypCt_ZbhOg mJMAtO_WhOe mkPAYubZhOx mkT6KuWZn_e my5AYuWb3ug	23	2026-02-25T10:20:44.356236	run_20260224_164627	
Neuro-QOL Satisfaction with SRA	keep		71DezOb_nOe 71N9duZ_nOx 71lB0ub_nue 71meGw_Z2Ox 7kv6EDbZ2ul Q1R8eZw_Z2Og Q1ixuPW_hde Q1y7gBwbb3de QJUqdu_Wn_l QkaN0_Wbhdg Qy3hEwbWnul QyLgfdbW2_x QyzeMDbZ2dx X1ifeHw_bhul XJka4vZb3dg XJx7lSD_Wnde XktGxHvWb3_l Xyr5u_ZWhug m1rTNvbb3de mJSBljD_WhOe mk340_bZhue mk_H0db_nue mkqNAu_b2de myzHlsDZ_3ux	24	2026-02-25T10:20:44.356584	run_20260224_164627	
Neuro-QOL Sleep Disturbance	keep		7kFw6vZWn_g 7yErlkwZW3_l XJHBeywbWn_l m1Y_gSwbZ2ue mJZwWb2ug	5	2026-02-25T10:20:44.356600	run_20260224_164627	
Neuro-QOL Stigma	keep		71CwtO__2dx 71TPFdZZ3Og 71xPKObZh_g 7JQdtdZbhOg 7JrwF_bW2dg 7k8dt__b3ug 7yQwF_bWhul Q12PK_WZnux Q1l_td_Whue QJ1dKOZZ3ue QkbPtuZWhOl QyJDY_W_2_g QyuPK__Wh_x X1VOYdbZnOe XyLwYOZWhOe m1DwFuWZ2dl m1ivYuZb2_x m1ruYdWbhux mkFvYuZbndx mkzdF_bZ2dx my9wtd_bh_x myEwKuZ_3_x myGwKdZb2ux my__tOWZhde	24	2026-02-25T10:20:44.356613	run_20260224_164627	
Neuro-QOL Upper Extremity	keep		71MleCPbWndx 7kCkgCDbb2dx 7yhgeRvbZ2_e 7yiyeRDWWhul Qkde0w__hdg QyVeeCvZbh_x X1KeAvZb2dl XJGxAPZZn_e XJV1gAwWbh_x XkHggCD_Zh_l XkrxAPW_2_g m1Xkg0wWZ3ul mJIgCP_Wnux mJUyg0w_W2_l mJylgRvZ_hug mkQl0wZbhug mkt1eRPWZnOl mkvkeRPWbnOg mkweCwbW3Og mygleAvb_3ux	20	2026-02-25T10:20:44.356625	run_20260224_164627	
Neuro-QOL Upper Extremity and Patient Repoted Outcome Measurement Information System (PROMIS)	keep		XJV1gAwWbh_x	1	2026-02-25T10:20:44.357425	run_20260224_164627	
Neuro-QOL Upper Extremity and Patient-Reported Outcome Measurement Information System (PROMIS)	keep		7yiyeRDWWhul XJGxAPZZn_e mJIgCP_Wnux mkt1eRPWZnOl	4	2026-02-25T10:20:44.357440	run_20260224_164627	
Neuro-QOL Upper Extremity and Patient-Reported Outcomes Information Measurement System (PROMIS)	keep		X1KeAvZb2dl	1	2026-02-25T10:20:44.357445	run_20260224_164627	
Neuro-QOL Upper Extremity and Patient-Reported Outcomes Measurement Information System (PROMIS)	keep		mkQl0wZbhug mkweCwbW3Og mygleAvb_3ux	3	2026-02-25T10:20:44.357450	run_20260224_164627	
Neuro-QOL Upper Extremity.	keep		71MleCPbWndx 7kCkgCDbb2dx 7yhgeRvbZ2_e Qkde0w__hdg QyVeeCvZbh_x XkHggCD_Zh_l XkrxAPW_2_g m1Xkg0wWZ3ul mJUyg0w_W2_l mJylgRvZ_hug mkvkeRPWbnOg	11	2026-02-25T10:20:44.357457	run_20260224_164627	
Neurobehavioral Symptom Inventory (NSI)	keep		064O2_2GHnm 1T_bRAcuDKj 4GJ4jzqQk2V 9AHnm0jE0t2 AERzGWNpZng AQ4uCy71NTR B7tTnwNvmCb BrhJ2Ap2u6r C0ok1ZU37Ga Jt5E3dWmg8j KpxG5AJnAs_ QJyAXTSK5q2 RdA6pBWnzEb Tqdwv7e2Jyf Xwg0xpSoJsN _O5a7chWZ5R axD6PDAjQxz cKBXD92q0V7 gm6gHDuQ1zz hBVYz4aNdjd jA8p_d8Hn0t jP8OJ6pUJ2Y rqMAx2edY4J xsW7HpDmf7H xy3m7amt1YR yT6A8tyAMSm	26	2026-02-25T10:20:44.357468	run_20260224_164627	
Neurocognitive test	keep		BsDxKHxJ WNMWMaTye	2	2026-02-25T10:20:44.357476	run_20260224_164627	
Neurocognitive test (NC)	keep		BsDxKHxJ WNMWMaTye	2	2026-02-25T10:20:44.357472	run_20260224_164627	
Neurological Outcome Scale for Traumatic Brain Injury	keep		718cyuZZ2Ol 71HtyObb3ug 71Tdku__2dl 71_tku_Z2_g 7JPFJubWn_x 7JS9JdZ_2de 7knYyO__ndl 7yaYyu_b2de 7ywqkuZb3Og Q1A_J_Wb2ug Q1F5JOWW3Ol QJCFJubWn_x QkYYJdWWhdg X13qyuZ_hde X199y_b_2dl XJ75JOb_2Oe XJZ5kdW_3_g XJxtJOWb2Ol XyE5ydbW3ul m1dc1u_W2de m1qYJObbnOe mJ6q1uZ_h_e mJNFkdZZhux mJPxmceolcZ mJ_tkdWZ3dx mkLtJO_Z3_l mkM9Jd_bn_l mkfYydb_ndx mkkY1uWWnOg mkmt1uWZhdl mksFJOZW2_x mky91u_b3Ol mygqkuZZnug myscJ_ZW3ul	34	2026-02-25T10:20:44.357503	run_20260224_164627	
Neurological Outcome Scale for Traumatic Brain Injury (NOS-TBI)	keep		718cyuZZ2Ol 71HtyObb3ug 71Tdku__2dl 71_tku_Z2_g 7JPFJubWn_x 7JS9JdZ_2de 7knYyO__ndl 7yaYyu_b2de 7ywqkuZb3Og Q1A_J_Wb2ug Q1F5JOWW3Ol QJCFJubWn_x QkYYJdWWhdg X13qyuZ_hde X199y_b_2dl XJ75JOb_2Oe XJZ5kdW_3_g XJxtJOWb2Ol XyE5ydbW3ul m1dc1u_W2de m1qYJObbnOe mJ6q1uZ_h_e mJNFkdZZhux mJPxmceolcZ mJ_tkdWZ3dx mkLtJO_Z3_l mkM9Jd_bn_l mkfYydb_ndx mkkY1uWWnOg mkmt1uWZhdl mksFJOZW2_x mky91u_b3Ol mygqkuZZnug myscJ_ZW3ul	34	2026-02-25T10:20:44.357491	run_20260224_164627	
Neurological Severity Score (NSS)	keep		2Z7XzoIQk 9Zk37BCcy BzzItPtYS ExjeRT2y LpxZDi95 P_XopkNNA QgqEi6Kue RLlCGMB4 WFH2Pzlo fPwLBysa lM9ei1lEy mkIkR2R4i x2e2yWSXg ymt_kqdkF	14	2026-02-25T10:20:44.357510	run_20260224_164627	
Neurological deficit score	keep		71mpKsMsE 71uhKozoE 7kYhFsfjV 7yanYoziN 7ygTtoGoE Q1v2YszjV QkWTKjziN X1LnKjMsE X1VhtjzoN XJW2KjfjV XkJaKsMsE XkShtsfsE Xkc3FsziN m133toGiE m1HpKiMjN m1NpFsfo4 mJAhtsGo4	17	2026-02-25T10:20:44.357517	run_20260224_164627	
Neurological severity score	keep		fPwLBysa	1	2026-02-25T10:20:44.357521	run_20260224_164627	
Neuroseverity score (NSS)	keep		06YDPmbNa BM6VlqDpv GD_dfqfN HRMC087mK I372NGxT MFqMW_V71 U5QM_9W_ UYAULPYHH aeFtJL1mc kBTj61ZF oqtH44rmX sYWx_Lntn yOKkgwHW7	13	2026-02-25T10:20:44.357559	run_20260224_164627	
Non-Motor Symptom assessment scale for Parkinson's Disease	keep		AKPyxebAH0H B5abzdhz561 Gr86NxYsWQq PrfCYR_Pbz4 QnK4_3E7EN3 VNoSMDHGJUg aAFkmEGaHhb axAmHcxR1j1 qEfqne4Zu7W rXWVvwmcS8Z	10	2026-02-25T10:20:44.357568	run_20260224_164627	
Non-Motor Symptom assessment scale for Parkinson's Disease (NMSS)	keep		AKPyxebAH0H B5abzdhz561 Gr86NxYsWQq PrfCYR_Pbz4 QnK4_3E7EN3 VNoSMDHGJUg aAFkmEGaHhb axAmHcxR1j1 qEfqne4Zu7W rXWVvwmcS8Z	10	2026-02-25T10:20:44.357576	run_20260224_164627	
Novel Object Recognition (NOR)	keep		7y7k5jGjN QJP0tiGjE X1xJ9iMiE XJ9AKiGsV Xk0pFjfj4 m1jTKjMoN m1xCKjfsV mJTRYoMiN mkEyqiGjN my7CFsMoE mybkqjfoV	11	2026-02-25T10:20:44.357584	run_20260224_164627	
Office of Management and Budget	keep		TIPCFXiiw X15G2OmMg ZkrSwdels myZHtS5bSU uO0tMUkuDM	5	2026-02-25T10:20:44.357589	run_20260224_164627	
Office of Management and Budget (OMB)	keep		X15G2OmMg ZkrSwdels myZHtS5bSU	3	2026-02-25T10:20:44.357593	run_20260224_164627	
Ohio State TBI Method Short Form (OSUTBIMS)	keep		4XuQWVhkH30 4unY4VZppYG 5zrn3dBvCMG 6QcQkPdzUzF 7mCOS5qJTNC DTSqY8XvStu EvafcgD_ACr NJd09kMae1u QU03nJroZTA UWraJvc5YzE WGk_B1sbNmh WQtdhAx0zjZ ZjGF5qzuev2 agPCEsvdKek apnMfmvqVC5 dU1RDm78ztB gGT0vs0PEyA hDMNFqHh7dM hOm0K8rw1Rr jvFP2q8qmCh nYe1AXs8rhg urrSXzVZ9Ac wFnNVKpdz4F zXkOjF8euV8	24	2026-02-25T10:20:44.358697	run_20260224_164627	
Open Field test	keep		71CJqjGoE 71Fx9sfoN 71_ecoGoN 71gzl5sziE 7JFJqsMiV 7JleciGjN 7k4x5izi4 7yuz5ifjV 7yyl5izjN QJ5Z9jGjE QJDZ5ofiN QJeMf5szi4 QJgd1qofjN QkUyciziE QkaWqjMjN Qkfz5iGsV Qy_1qofs4 X1Bz9iGjE X1Lz9iGiV X1Yf5jGiV XkEfqjGiE XkMl9ifjN XkXg9jGi4 XklBz5sfj4 Xyik9szjN XyuZ9iGj4 m1519iMsV m1XMciGsE m1a1cozsN mJekl5sMjV mkLeqoMsV mkgaWqifsE my1xosfj4 n9OPze3o pHktYXNq	35	2026-02-25T10:20:44.358719	run_20260224_164627	
PIMS Questionnaire	keep		3JusE8VN2oS 536fzmW9kdS 6ovRPXayKeo 70FnXTwGfS7 71EmjkyjbxT 8szna9PAKzD 9VeWQz2Zk6_ AZxE2dgPasw J7gFGn5BEjT KUMs7WWFD1h NNJHbtjGKUb Nr_qjC7X9e7 Py3WuVSS6b_ Qh_xRsu7k1K R41VOMngzRf Uyn61XjDwTa XfRa0Fotshy YjSRW1KTQ5r bEchqBmZryJ boGrPCkkOnc cYUDaO6wot8 d4RWXAZrSXX dhRwVJzojF3 fZywnJRV_aQ gzen2RJtT25 pO9U4REmmdp t33qwhEGxgU tY9vucuDOBW tuEQ7Y3qDCA uNdtO45AAzE uPOyAksVN4r unP8XW2qs55	32	2026-02-25T10:20:44.358732	run_20260224_164627	
